column 1	Pathways of a reaction	EC-Number	Object ID
15-<i>cis</i>-phytoene desaturase			RXN-8023
all-trans phytofluene + an oxidized electron carrier  ->  all-trans-zeta-carotene + a reduced two electron carrier			RXN-8024
beta-carotene + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  beta-cryptoxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O	zeaxanthin biosynthesis		RXN-8025
beta-cryptoxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  zeaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O	zeaxanthin biosynthesis		RXN-8026
prolycopene  ->  all-trans-lycopene	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	EC-5.2.1.13	RXN-8042
neoxanthin isomerase	neoxanthin biosynthesis	EC-5.2.1	RXN-8074
monodemalonylsalvianin + malonyl-CoA  ->  salvianin + coenzyme A	salvianin biosynthesis	EC-2.3.1.214	RXN-8139
UDP-alpha-D-glucose + pelargonidin 3-O-beta-D-caffeoylglucoside  ->  bisdemalonylsalvianin + UDP	salvianin biosynthesis	EC-2.4.1	RXN-8140
"UDP-alpha-D-glucose + cyanidin-3-O-beta-D-glucoside  ->  cyanidin 3,5-di-O-beta-D-glucoside + UDP"	shisonin biosynthesis	EC-2.4.1.298	RXN-8169
shisonin + malonyl-CoA  ->  malonylshisonin + coenzyme A	shisonin biosynthesis	EC-2.3.1.172	RXN-8171
UDP-alpha-D-glucose + cyanidin 3-O-[6-O-(4-coumaroyl)]-beta-D-glucoside  ->  shisonin + UDP	shisonin biosynthesis	EC-2.4.1	RXN-8205
delphinidin 3-<i>O</i>-glucoside 5-<i>O</i>-glucosyltransferase	gentiodelphin biosynthesis	EC-2.4.1.298	RXN-8228
"UDP-alpha-D-glucose + delphinidin 3,5-di-O-beta-D-glucoside  ->  delphinidin 3,3',5-tri-O-beta-D-glucoside + UDP + H+"	gentiodelphin biosynthesis	EC-2.4.1.238	RXN-8231
"(E)-caffeoyl-CoA + delphinidin 3,3',5-tri-O-beta-D-glucoside  ->  albireodelphin + coenzyme A"	gentiodelphin biosynthesis	EC-2.3.1	RXN-8232
"(E)-caffeoyl-CoA + delphinidin 3,5-di-O-beta-D-glucoside  ->  delphinidin 3-O-glucosyl-5-O-caffeoylglucoside + coenzyme A"	gentiodelphin biosynthesis	EC-2.3.1.153	RXN-8233
UDP-alpha-D-glucose + delphinidin 3-O-glucosyl-5-O-caffeoylglucoside  ->  albireodelphin + UDP + H+	gentiodelphin biosynthesis	EC-2.4.1.298	RXN-8234
(E)-caffeoyl-CoA + albireodelphin  ->  gentiodelphin + coenzyme A	gentiodelphin biosynthesis	EC-2.3.1	RXN-8235
"UDP-alpha-D-glucose + quercetin-3-O-beta-D-glucoside  ->  quercetin 3,7-O-diglucoside + UDP"		EC-2.4.1	RXN-8271
1-18:1-2-16:0-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:0-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8294
1-18:2-2-16:0-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:0-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8295
1-18:1-2-16:1-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:1-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8296
1-18:2-2-16:1-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:1-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8297
1-18:1-2-16:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8298
1-18:2-2-16:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8299
1-18:1-2-16:3-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8300
1-18:2-2-16:3-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8301
1-18:1-2-16:1-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:1-2-16:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8302
1-18:1-2-16:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:1-2-16:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8303
1-18:2-2-16:0-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:1-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.42	RXN-8304
1-18:2-2-16:1-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8305
1-18:2-2-16:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8306
1-18:3-2-16:0-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:1-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.42	RXN-8307
1-18:3-2-16:1-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8308
1-18:3-2-16:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-16:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8309
1-18:2-2-18:2-digalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-18:2-digalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8310
1-18:2-2-18:2-digalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-18:3-digalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8313
1-oleoyl-2-palmitoyl-phosphatidylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-linoleoyl-2-palmitoyl-phosphatidylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	phospholipid desaturation	EC-1.14.19.23	RXN-8316
1-linoleoyl-2-palmitoyl-phosphatidylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-alpha-linolenoyl-2-palmitoyl-phosphatidylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	phospholipid desaturation	EC-1.14.19.35	RXN-8317
1-linoleoyl-2-palmitoyl-phosphatidylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-linoleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	phospholipid desaturation	EC-1.14.19.43	RXN-8318
1-alpha-linolenoyl-2-palmitoyl-phosphatidylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-alpha-linolenoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	phospholipid desaturation	EC-1.14.19.43	RXN-8319
L-cysteine + MoO2(OH)-molybdopterin cofactor + a reduced two electron carrier  ->  L-alanine + MoO2(S)-molybdopterin cofactor + an oxidized electron carrier + H2O		EC-2.8.1.9	RXN-8351
24-epi-campesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  brassicasterol + oxidized [NADPH-hemoprotein reductase] + 2 H2O	phytosterol biosynthesis (plants)	EC-1.14.19.41	RXN-8352
24-methyldesmosterol + NADPH + H+  ->  24-epi-campesterol + NADP+		EC-1.3.1	RXN-8353
pheophytin a + H2O  ->  pheophorbide a + phytol + 2 H+	chlorophyll <i>a</i> degradation II	EC-3.1.1.14	RXN-8357
1-palmitoyl-2-oleoyl-phosphatidylcholine + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  1-palmitoyl-2-linoleoyl-phosphatidylcholine + 2 ferricytochrome b5 + 2 H2O	phospholipid desaturation	EC-1.14.19.22	RXN-8360
1-18:1-2-16:0-digalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-16:0-digalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.23	RXN-8363
1-18:2-2-16:0-digalactosyldiacylglycerol + a reduced two electron carrier + dioxygen  ->  1-18:3-2-16:0-digalactosyldiacylglycerol + an oxidized electron carrier + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8364
1-18:2-2-18:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-18:2-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8366
1-18:2-2-18:2-monogalactosyldiacylglycerol + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:2-2-18:3-monogalactosyldiacylglycerol + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	glycolipid desaturation	EC-1.14.19.35	RXN-8367
chlorophyll a + 3 H+  ->  pheophytin a + Mg2+	chlorophyll <i>a</i> degradation II	EC-4.99.1.10	RXN-8378
"L-dopa + dioxygen  ->  4,5-seco-dopa + H+"		EC-1.13.11.29	RXN-8460
"4,5-seco-dopa  ->  betalamate + H+ + H2O"			RXN-8461
UDP-alpha-D-glucose + crocetin  ->  beta-D-glucosyl crocetin + UDP	crocetin esters biosynthesis	EC-2.4.1.271	RXN-8471
UDP-alpha-D-glucose + beta-D-glucosyl crocetin  ->  crocin-3 + UDP + H+	crocetin esters biosynthesis	EC-2.4.1.330	RXN-8472
UDP-alpha-D-glucose + beta-D-glucosyl crocetin  ->  bis(beta-D-glucosyl) crocetin + UDP	crocetin esters biosynthesis	EC-2.4.1.271	RXN-8473
UDP-alpha-D-glucose + bis(beta-D-glucosyl) crocetin  ->  crocin-2 + UDP + H+	crocetin esters biosynthesis	EC-2.4.1.330	RXN-8474
gentiobiosyl crocetin glucosyltransferase	crocetin esters biosynthesis	EC-2.4.1.271	RXN-8475
UDP-alpha-D-glucose + crocin-2  ->  crocin-1 + UDP + H+	crocetin esters biosynthesis	EC-2.4.1.330	RXN-8476
L-dopa + betalamate  ->  dopaxanthin + H+ + H2O			RXN-8491
alpha-linolenate + dioxygen  ->  9(S)-HpOTre	9-lipoxygenase and 9-hydroperoxide lyase pathway	EC-1.13.11.58	RXN-8497
"abieta-7,13-dien-18-ol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  abieta-7,13-dien-18,18-diol + oxidized [NADPH-hemoprotein reductase] + H2O"			RXN-8508
geranylgeranyl diphosphate  ->  9alpha-copalyl diphosphate	diterpene phytoalexins precursors biosynthesis	EC-5.5.1.14	RXN-8528
"(2E,6E)-farnesyl diphosphate + H2O  ->  (3S,6E)-nerolidol + diphosphate"	"(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I"	EC-4.2.3.48	RXN-8616
geranyl diphosphate + H2O  ->  geraniol + diphosphate	geraniol and geranial biosynthesis	EC-3.1.7.11	RXN-8618
oxalosuccinate + H+  <-->  2-oxoglutarate + CO2			RXN-8642
2 coniferyl alcohol radical  ->  (+)-pinoresinol	matairesinol biosynthesis // sesamin biosynthesis		RXN-8677
(+)-lariciresinol + NADP+  <-  (+)-pinoresinol + NADPH + H+	matairesinol biosynthesis	EC-1.23.1.1	RXN-8678
(-)-secoisolariciresinol + NADP+  <-  (+)-lariciresinol + NADPH + H+	matairesinol biosynthesis	EC-1.23.1.2	RXN-8679
"(-)-secoisolariciresinol + NAD+  ->  (3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)tetrahydro-2-furanol + NADH + H+"	matairesinol biosynthesis		RXN-8680
"(3R,4R)-3,4-bis(4-hydroxy-3-methoxybenzyl)tetrahydro-2-furanol + NAD+  ->  (-)-matairesinol + NADH + H+"	matairesinol biosynthesis		RXN-8681
(-)-lariciresinol + NADP+  <-  (-)-pinoresinol + NADPH + H+	matairesinol biosynthesis	EC-1.23.1.3	RXN-8683
(+)-secoisolariciresinol + NADP+  <-  (-)-lariciresinol + NADPH + H+	matairesinol biosynthesis	EC-1.23.1.4	RXN-8684
(+)-pinoresinol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (+)-piperitol + oxidized [NADPH-hemoprotein reductase] + 2 H2O	sesamin biosynthesis	EC-1.14.19.74	RXN-8695
(+)-piperitol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (+)-sesamin + oxidized [NADPH-hemoprotein reductase] + 2 H2O	sesamin biosynthesis	EC-1.14.19.74	RXN-8696
succinate semialdehyde + coenzyme A + NADP+  <-->  succinyl-CoA + NADPH + H+		EC-1.2.1.76	RXN-8891
2-aminoprop-2-enoate + H2O  ->  pyruvate + ammonium			RXN-8899
(+)-trans-isoalliin  =  (E)-prop-1-en-1-SO-peroxol + 2-aminoprop-2-enoate		EC-4.4.1.4	RXN-8909
"(+)-germacrene A + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  germacra-1(10),4,11(13)-trien-12-ol + oxidized [NADPH-hemoprotein reductase] + H2O"	costunolide biosynthesis I		RXN-8962
"germacra-1(10),4,11(13)-trien-12-ol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  germacra-1(10),4,11(13)-trien-12-al + oxidized [NADPH-hemoprotein reductase] + 2 H2O"	costunolide biosynthesis I		RXN-8969
germacrene A alcohol dehydrogenase	costunolide biosynthesis I		RXN-8970
"germacra-1(10),4,11(13)-trien-12-oate + reduced [NADPH-hemoprotein reductase] + dioxygen + H+  ->  (+)-costunolide (12,6alpha) + oxidized [NADPH-hemoprotein reductase] + 2 H2O"	costunolide biosynthesis I	EC-1.14.14.150	RXN-8971
3-isopropylmalate dehydratase	L-leucine biosynthesis		RXN-8991
"3,5-dihydroxyanisole + S-adenosyl-L-methionine  ->  3,5-dimethoxyphenol + S-adenosyl-L-homocysteine + H+"		EC-2.1.1	RXN-9021
geranial  <-->  neral	geraniol and geranial biosynthesis		RXN-9193
9alpha-copalyl diphosphate  ->  9beta-stemod-13(17)-ene + diphosphate	diterpene phytoalexins precursors biosynthesis	EC-4.2.3.34	RXN-9291
"(1R,2S,5S,6S)-2-succinyl-5-enolpyruvyl-6-hydroxycyclohex-3-ene-1-carboxylate  ->  (1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate + pyruvate"	"2-carboxy-1,4-naphthoquinol biosynthesis"	EC-4.2.99.20	RXN-9310
"1,4-dihydroxy-2-naphthoyl-CoA + H2O  ->  1,4-dihydroxy-2-naphthoate + coenzyme A + H+"	"2-carboxy-1,4-naphthoquinol biosynthesis"	EC-3.1.2.28	RXN-9311
acetoacetyl-[acyl-carrier protein] reductase	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.1.1.100	RXN-9514
crotonyl-[acyl-carrier protein] reductase (NADP)	"palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9515
3-oxo-hexanoyl-[acyl-carrier protein] synthase	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-2.3.1.179 // EC-2.3.1.41	RXN-9516
3-hydroxyhexanoyl-[acyl-carrier protein] reductase	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.1.1.100	RXN-9518
(3R)-3-hydroxyhexanoyl-[acp]  ->  (2E)-hex-2-enoyl-[acp] + H2O	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-4.2.1.59	RXN-9520
<i>trans</i> hex-2-enoyl-[acp] reductase	"palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9521
3-oxo-octanoyl-[acyl-carrier protein] synthase	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-2.3.1.179 // EC-2.3.1.41	RXN-9523
3-oxo-octanoyl-[acyl-carrier protein] reductase	"palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.1.1.100	RXN-9524
<i>trans</i> oct-2-enoyl-[acyl-carrier protein] reductase	"palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria) // octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9526
3-oxo-decanoyl-[acyl-carrier protein] synthase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-2.3.1.179 // EC-2.3.1.41	RXN-9527
3-oxo-decanoyl-[acyl-carrier protein] reductase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.1.1.100	RXN-9528
<i>trans</i>-&Delta;<SUP>2</SUP>-decenoyl-[acp]reductase	palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9530
3-oxo-dodecanoyl-[acyl-carrier protein] synthase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-2.3.1.179 // EC-2.3.1.41	RXN-9531
3-oxo-dodecanoyl-[acyl-carrier protein] reductase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.1.1.100	RXN-9532
(3R)-3-hydroxydodecanoyl-[acp]  ->  (2E)-dodec-2-enoyl-[acp] + H2O	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-4.2.1.59	RXN-9533
<i>trans</i> dodec-2-enoyl-[acyl-carrier protein] reductase	palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9534
dodecanoyl-[acp] + malonyl-[acp] + H+  ->  3-oxotetradecanoyl-[acp] + CO2 + acyl-carrier protein	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-2.3.1.41 // EC-2.3.1.179	RXN-9535
3-oxo-meristoyl-[acyl-carrier protein] reductase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.1.1.100	RXN-9536
(3R)-3-hydroxytetradecanoyl-[acp]  ->  (2E)-tetradec-2-enoyl-[acp] + H2O	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-4.2.1.59	RXN-9537
<i>trans</i> tetradec-2-enoyl-[acyl-carrier-protein] reductase	palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9538
3-oxo-palmitoyl-[acyl-carrier protein] synthase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-2.3.1.179 // EC-2.3.1.41	RXN-9539
3-oxo-palmitoyl-[acyl-carrier protein] reductase	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-1.1.1.100	RXN-9540
stearoyl-[acp] + H2O  ->  stearate + acyl-carrier protein + H+	stearate biosynthesis II (bacteria and plants)	EC-3.1.2.14	RXN-9548
palmitoyl-[acp] + H2O  ->  palmitate + acyl-carrier protein + H+	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-3.1.2.14	RXN-9549
dhurrin + H2O  ->  (S)-4-hydroxymandelonitrile + D-glucopyranose	dhurrin degradation	EC-3.2.1	RXN-9588
oleoyl-CoA + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  linoleoyl-CoA + 2 ferricytochrome b5 + 2 H2O		EC-1.14.19.6	RXN-9601
"D-ribulose-1,5-bisphosphate cleaving dioxygenase"	photorespiration I	EC-1.13.11	RXN-961
CDP-choline + H2O  ->  CMP + phosphocholine + 2 H+		EC-3.6.1.53	RXN-9614
palmitate + coenzyme A + ATP  ->  palmitoyl-CoA + AMP + diphosphate	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III	EC-6.2.1.3	RXN-9623
stearoyl-CoA + H2O  ->  stearate + coenzyme A + H+	sporopollenin precursors biosynthesis	EC-3.1.2.2	RXN-9624
lauroyl-CoA + H2O  ->  laurate + coenzyme A + H+	&omega;-hydroxylation of caprate and laurate // sporopollenin precursors biosynthesis	EC-3.1.2.2	RXN-9627
3-oxo-stearoyl-[acyl-carrier protein] synthase	stearate biosynthesis II (bacteria and plants)	EC-2.3.1.41	RXN-9632
3-oxo-stearoyl-[acyl-carrier protein] reductase	stearate biosynthesis II (bacteria and plants)	EC-1.1.1.100	RXN-9633
(3R)-3-hydroxyoctadecanoyl-[acp]  ->  (2E)-octadec-2-enoyl-[acp] + H2O	stearate biosynthesis II (bacteria and plants)	EC-4.2.1.59	RXN-9634
<i>trans</i>-octadec-2-enoyl-[acyl-carrier-protein] reductase	stearate biosynthesis II (bacteria and plants)	EC-1.3.1.9	RXN-9635
oleate + coenzyme A + ATP  ->  oleoyl-CoA + AMP + diphosphate	oleate biosynthesis I (plants)	EC-6.2.1.3	RXN-9644
butanoyl-[acp] + malonyl-CoA + H+  ->  3-oxohexanoyl-[acp] + CO2 + coenzyme A	tetradecanoate biosynthesis (mitochondria)	EC-2.3.1.41	RXN-9648
octanoyl-[acp] + malonyl-CoA + H+  ->  3-oxodecanoyl-[acp] + CO2 + coenzyme A	tetradecanoate biosynthesis (mitochondria)	EC-2.3.1.41	RXN-9651
decanoyl-[acp] + malonyl-CoA + H+  ->  3-oxododecanoyl-[acp] + CO2 + coenzyme A	tetradecanoate biosynthesis (mitochondria)	EC-2.3.1.41	RXN-9652
dodecanoyl-[acp] + malonyl-CoA + H+  ->  3-oxotetradecanoyl-[acp] + CO2 + coenzyme A	tetradecanoate biosynthesis (mitochondria)	EC-2.3.1.41	RXN-9653
(3R)-3-hydroxydecanoyl-[acp]  ->  (2E)-dec-2-enoyl-[acp] + H2O	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis III // tetradecanoate biosynthesis (mitochondria)	EC-4.2.1.59	RXN-9655
crotonyl-[acp] reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9657
<i>trans</i> hex-2-enoyl-[acp]-reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9658
<i>trans</i> oct-2-enoyl-[acp] reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9659
<i>trans</i>-&Delta;<SUP>2</SUP>-decenoyl-[acp]-reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9660
<i>trans</i> dodec-2-enoyl-[acp] reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9661
<i>trans</i> tetradec-2-enoyl-[acp] reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9662
<i>trans</i> hexadecenoyl-[acp] reductase	palmitate biosynthesis II (type II fatty acid synthase)	EC-1.3.1.9	RXN-9663
a [glycerolipid]-linoleate + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  a [glycerolipid]-alpha-linolenate + 2 oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	&alpha;-linolenate biosynthesis I (plants and red algae)	EC-1.14.19.35	RXN-9667
a [glycerolipid]-oleate + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  a [glycerolipid]-linoleate + 2 ferricytochrome b5 + 2 H2O	linoleate biosynthesis I (plants)	EC-1.14.19.22	RXN-9669
oleoyl-CoA + a glycerolipid  ->  a [glycerolipid]-oleate + coenzyme A	dimorphecolate biosynthesis // linoleate biosynthesis I (plants)	EC-2.3.1.23	RXN-9670
glycolate + dioxygen  ->  glyoxylate + hydrogen peroxide	photorespiration I	EC-1.1.3.15	RXN-969
2-iminosuccinate + H+ + H2O  ->  oxaloacetate + ammonium			RXN-9771
